Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description,Generated Award ID
CBP,70B01C22F00000005,"VF IMAGEWEAR, INC.",40747900.0,2022-01-24,P00003,"CLOTHING, SPECIAL PURPOSE",MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS,"THIS MODIFICATION ADDS FUNDING FOR ALLOWANCE ACCOUNTS, ACADEMY CLASSES, AND QM FUNCTIONS FOR CBP.",CONT_AWD_70B01C22F00000005_7014_70B01C20D00000004_7014
CBP,70B01C22F00000406,DEPLOYED RESOURCES LLC,38476640.9,2022-05-05,0,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",SOFT SIDE FACILITY NORTH EAGLE PASS,CONT_AWD_70B01C22F00000406_7014_70B01C21A00000002_7014
CBP,70B03C22F00000430,DEPLOYED RESOURCES LLC,37421469.13,2022-06-10,0,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",CONTINUATION OF MIGRANT PROTECTION PROTOCOL (MPP) IMMIGRATION HEARING FACILITIES (IHF) IN BROWNSVILLE AND LAREDO TX.,CONT_AWD_70B03C22F00000430_7014_70RDAD21A00000012_7001
CBP,70B01C21F00000301,DEPLOYED RESOURCES LLC,36411982.02,2022-06-10,P00018,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","MODIFICATION TO EXERCISE OPTIONS 11, 12, AND 13.",CONT_AWD_70B01C21F00000301_7014_70B01C21A00000002_7014
CBP,70B04C21F00001386,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,36095800.04,2022-06-30,P00002,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,"EXERCISE OPTION 1, OBLIGATE OPTION PERIOD 1- FULL FUND AND OTHER ADMINISTRATIVE ACTIONS-BILATERAL MOD",CONT_AWD_70B04C21F00001386_7014_47QTCK18D0001_4732
CBP,70B03C22F00000265,AMI EXPEDITIONARY HEALTHCARE (USA) LLC,35083773.0,2022-03-25,0,MEDICAL- OTHER,ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,"TASK ORDER #2 OF THE COVID-19 VACCINATION SERVICES IDIQ FOR THE SOUTHWEST BORDER AREA OF OPERATIONS, FOR THE PROVISION OF COVID-19 VACCINATIONS.",CONT_AWD_70B03C22F00000265_7014_70B03C22D00000001_7014
CBP,70B01C21F00001097,DEPLOYED RESOURCES LLC,34722325.6,2022-05-19,P00009,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",OPTION PERIOD EXERCISE 5-8.,CONT_AWD_70B01C21F00001097_7014_70RDAD21A00000012_7001
CBP,70B01C21F00001097,DEPLOYED RESOURCES LLC,33042770.6,2022-09-17,P00012,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION PERIOD,CONT_AWD_70B01C21F00001097_7014_70RDAD21A00000012_7001
CBP,70B04C21F00000993,"LEIDOS, INC.",31176097.5,2022-05-26,P00006,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,TRAVELERS PROCESSING VETTING SOFTWARE (TPVS)-MODULE 5 FUNDING,CONT_AWD_70B04C21F00000993_7014_70B04C20A00000008_7014
CBP,70B03C20F00001383,LOYAL SOURCE GOVERNMENT SERVICES LLC,30000000.0,2022-09-27,P00030,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,MEDICAL SCREENING SERVICES,CONT_AWD_70B03C20F00001383_7014_V797D30203_3600
CBP,70B03C22F00000336,"RANGER LAND SYSTEMS, INC.",29053843.2,2022-05-23,P00002,OPERATION OF MISCELLANEOUS BUILDINGS,FACILITIES SUPPORT SERVICES,FULLY FUND BASE PERIOD,CONT_AWD_70B03C22F00000336_7014_70RDAD21A00000013_7001
CBP,70B04C22F00000611,AKIRA TECHNOLOGIES INC.,28696644.37,2022-07-29,0,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,ORACLE SOFTWARE AND HARDWARE MAINTENANCE,CONT_AWD_70B04C22F00000611_7014_HSHQDC12D00015_7001
CBP,70B03C22F00000336,"RANGER LAND SYSTEMS, INC.",28273843.2,2022-07-27,P00004,OPERATION OF MISCELLANEOUS BUILDINGS,FACILITIES SUPPORT SERVICES,FUNDING THE BALANCE OF WAVE 2,CONT_AWD_70B03C22F00000336_7014_70RDAD21A00000013_7001
CBP,70B02C22F00001100,"SCIENCE AND ENGINEERING SERVICES, LLC",28210131.0,2022-09-30,0,"AIRCRAFT, FIXED WING",AIRCRAFT MANUFACTURING,MULTIROLE ENFORCEMENT AIRCRAFT LAND INTERDICTION (MEA LI) - QUANTITY 1,CONT_AWD_70B02C22F00001100_7014_70B02C22D00000019_7014
CBP,70B04C20F00001229,"LEIDOS, INC.",27731351.68,2022-09-20,P00007,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,OTHER COMPUTER RELATED SERVICES,TO EXTEND THE OPTION PERIOD 3.,CONT_AWD_70B04C20F00001229_7014_HSHQDC16D00009_7001
CBP,70B02C20C00000024,NORTHROP GRUMMAN SYSTEMS CORPORATION,27096276.24,2022-07-21,P00016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,AIRCRAFT MANUFACTURING,FUNDING ACTION AND OTHER ADMINISTRATIVE ITEMS,CONT_AWD_70B02C20C00000024_7014_-NONE-_-NONE-
CBP,70B04C21F00000286,DELL FEDERAL SYSTEMS L.P,25776789.73,2022-03-25,P00003,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",SOFTWARE PUBLISHERS,CBP MICROSOFT LICENSES,CONT_AWD_70B04C21F00000286_7014_70RTAC21A00000001_7001
CBP,70B04C20F00001314,UNISSANT INC.,25680057.77,2022-08-29,P00003,"IT AND TELECOM - TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING",COMPUTER SYSTEMS DESIGN SERVICES,OPTION YEAR 1,CONT_AWD_70B04C20F00001314_7014_HHSN316201200184W_7529
CBP,70B04C22F00000110,INTERNATIONAL BUSINESS MACHINES CORPORATION,24847482.2,2022-01-25,0,"IT AND TELECOM - PLATFORM PRODUCTS: DATABASE, MAINFRAME, MIDDLEWARE (HW, PERPETUAL LICENSE SOFTWARE)",COMPUTER SYSTEMS DESIGN SERVICES,MAINFRAME-AS-A-SERVICE (MFAAS) BASE PERIOD,CONT_AWD_70B04C22F00000110_7014_HHSN316201200030W_7529
CBP,70B02C21C00000005,"AMENTUM SERVICES, INC.",24812714.85,2022-09-30,P00020,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - EXERCISING OF OPTION YEAR 1 AND ISSUANCE OF OPTION YEAR INCREMENTAL FUNDS.,CONT_AWD_70B02C21C00000005_7014_-NONE-_-NONE-
CBP,70B04C20F00001359,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,24794154.13,2022-09-08,P00014,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER SYSTEMS DESIGN SERVICES,O&M SUPPORT SERVICES,CONT_AWD_70B04C20F00001359_7014_47QTCK18D0001_4732
CBP,70B01C21F00000195,DEPLOYED RESOURCES LLC,24788171.7,2022-05-25,P00014,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION PERIODS 11-14,CONT_AWD_70B01C21F00000195_7014_70B01C21A00000002_7014
CBP,70B01C22F00000721,DEPLOYED RESOURCES LLC,23748198.7,2022-09-19,0,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",TUCSON 2 SOFT SIDE FACILITY,CONT_AWD_70B01C22F00000721_7014_70B01C21A00000002_7014
CBP,70B01C21F00000071,DEPLOYED RESOURCES LLC,23693411.8,2022-06-01,P00030,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION PERIODS 19 & 20.,CONT_AWD_70B01C21F00000071_7014_GS10F0309T_4730
CBP,70B01C22C00000034,CHITINA DIVERSIFIED -AMES 1 JV LLC,21299700.0,2022-06-16,0,CONSTRUCTION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"CONSTRUCT NEW LAREDO AIR UNIT FACILITY, LAREDO, TX",CONT_AWD_70B01C22C00000034_7014_-NONE-_-NONE-
CBP,HSBP1017C00137,ACCENTURE FEDERAL SERVICES LLC,20282429.47,2022-06-08,P00046,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,OTHER COMPUTER RELATED SERVICES,DATA CENTER SUPPORT SERVICES,CONT_AWD_HSBP1017C00137_7014_-NONE-_-NONE-
CBP,70B01C22F00000953,TEXAS STERLING CONSTRUCTION CO.,20131000.0,2022-09-01,0,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,BORDER CONSTRUCTION,CONT_AWD_70B01C22F00000953_7014_HSBP1017D00020_7014
CBP,70B01C22F00000406,DEPLOYED RESOURCES LLC,19952173.18,2022-06-24,P00001,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",NORTH EAGLE PASS SOFT SIDE FACILITY PERFORMANCE OPTION 1,CONT_AWD_70B01C22F00000406_7014_70B01C21A00000002_7014
CBP,70B06C22C00000045,"GOTENNA, INC.",19303210.0,2022-06-09,0,IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,GOTENNA TAK RADIOS AND SERVICES,CONT_AWD_70B06C22C00000045_7014_-NONE-_-NONE-
CBP,70B01C21F00000342,DEPLOYED RESOURCES LLC,19006291.68,2022-05-12,P00013,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",TUCSON SOFT SIDE FACILITY OPTIONS 10-13,CONT_AWD_70B01C21F00000342_7014_70B01C21A00000002_7014
CBP,70B04C19F00000204,DEV TECHNOLOGY GROUP INC,18055193.56,2022-04-29,P00005,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,OTHER COMPUTER RELATED SERVICES,"RESCIND STOP WORK ORDER, EXERCISE OPTION PERIOD 1 AND INCORPORATE ON-DEMAND DEVELOPMENT SURGE REQUIREMENTS AND  FUND O&M SUSTAINMENT.",CONT_AWD_70B04C19F00000204_7014_GS35F0897R_4730
CBP,70B02C20C00000024,NORTHROP GRUMMAN SYSTEMS CORPORATION,18021501.2,2022-05-26,P00015,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,AIRCRAFT MANUFACTURING,ADD INCREMENTAL FUNDING,CONT_AWD_70B02C20C00000024_7014_-NONE-_-NONE-
CBP,70B04C22F00000001,"FOUR POINTS TECHNOLOGY, L.L.C.",17704635.13,2022-03-02,P00003,"IT AND TELECOM - PLATFORM AS A SERVICE: DATABASE, MAINFRAME, MIDDLEWARE",OTHER COMPUTER RELATED SERVICES,AMAZON WEB SERVICES. THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION PERIOD 1 AND ADD INCREMENTAL FUNDING.,CONT_AWD_70B04C22F00000001_7014_HSHQDC13D00003_7001
CBP,70B01C22F00000406,DEPLOYED RESOURCES LLC,17657186.18,2022-09-30,P00004,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",NORTH EAGLE PASS SOFT SIDE FACILITY OPTIONS 1-5 FUNDING,CONT_AWD_70B01C22F00000406_7014_70B01C21A00000002_7014
CBP,HSBP1013C00042,GENERAL DYNAMICS ONE SOURCE LLC,17418513.31,2022-09-15,P00098,VIDEO RECORDING AND REPRODUCING EQUIPMENT,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,THE PURPOSE OF THIS MODIFICATION IS TO ADD REQUIREMENT FOR RVSS-U TOWER TECHNOLOGY DEPLOYMENT AND STRUCTURAL UPGRADES IN THE LAREDO NORTH (LRN) AND LAREDO SOUTH (LRS) BORDER PATROL STATION (BPS) AREAS OF RESPONSIBILITY (AOR).,CONT_AWD_HSBP1013C00042_7014_-NONE-_-NONE-
CBP,70B01C22F00000431,KWR CONSTRUCTION INC,16850020.0,2022-06-08,0,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,AWARD TO OFF IDIQ CONSTRUCTION,CONT_AWD_70B01C22F00000431_7014_HSBP1017D00023_7014
CBP,70B02C22C00000016,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",15835677.36,2022-07-26,P00003,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,UAS OPERATIONAL AND MAINTENANCE SUPPORT,CONT_AWD_70B02C22C00000016_7014_-NONE-_-NONE-
CBP,70B04C22C00000102,"LEIDOS, INC.",15784556.13,2022-09-28,0,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MAINTENANCE AND TECHNOLOGY SUPPORT SERVICES FOR SPECIFIC NON-INTRUSIVE INSPECTION (NII), GAMMA IMAGING/X-RAY EQUIPMENT AND RADIATION PORTAL MONITORS (RPMS)",CONT_AWD_70B04C22C00000102_7014_-NONE-_-NONE-
CBP,70B01C21F00000520,"FEDERAL MISSION SOLUTIONS, LLC",15773067.22,2022-07-27,P00008,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,ADD TRAVEL FUNDS FOR BASE YEAR AND EXERCISE OY1,CONT_AWD_70B01C21F00000520_7014_47QRAD20D1090_4732
CBP,70B03C20F00001383,LOYAL SOURCE GOVERNMENT SERVICES LLC,15571000.0,2021-12-22,P00011,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,MEDICAL SCREENING SERVICES,CONT_AWD_70B03C20F00001383_7014_V797D30203_3600
CBP,70B02C22F00000783,"ANDURIL INDUSTRIES, INC.",15440812.79,2022-09-07,0,CONSTRUCTION OF ELECTRONIC AND COMMUNICATIONS FACILITIES,COMPUTER SYSTEMS DESIGN SERVICES,AST DO# 10,CONT_AWD_70B02C22F00000783_7014_70B02C20D00000019_7014
CBP,70B01C21F00001097,DEPLOYED RESOURCES LLC,15227586.97,2022-03-18,P00006,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",MODIFICATION TO EXPAND FACILITY CAPACITY FROM 500PAX TO 1000PAX.,CONT_AWD_70B01C21F00001097_7014_70RDAD21A00000012_7001
CBP,70B02C21C00000005,DYNCORP INTERNATIONAL LLC,15204996.3,2021-12-28,P00004,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - MODIFICATION ISSUED TO ADD INCREMENTAL BASE YEAR FUNDING.,CONT_AWD_70B02C21C00000005_7014_-NONE-_-NONE-
CBP,70B02C21C00000005,DYNCORP INTERNATIONAL LLC,15057859.0,2022-05-18,P00011,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - MODIFICATION ISSUED TO ADD INCREMENTAL BASE YEAR FUNDING,CONT_AWD_70B02C21C00000005_7014_-NONE-_-NONE-
CBP,70B03C22F00000336,"RANGER LAND SYSTEMS, INC.",15000000.0,2022-06-03,P00003,OPERATION OF MISCELLANEOUS BUILDINGS,FACILITIES SUPPORT SERVICES,FUNDING WAVE 2,CONT_AWD_70B03C22F00000336_7014_70RDAD21A00000013_7001
CBP,70B03C20F00001383,LOYAL SOURCE GOVERNMENT SERVICES LLC,15000000.0,2022-07-11,P00023,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,MEDICAL SCREENING SERVICES,CONT_AWD_70B03C20F00001383_7014_V797D30203_3600
CBP,70B03C20F00001383,LOYAL SOURCE GOVERNMENT SERVICES LLC,15000000.0,2022-09-08,P00029,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,MEDICAL SCREENING SERVICES,CONT_AWD_70B03C20F00001383_7014_V797D30203_3600
CBP,70B03C20F00001383,LOYAL SOURCE GOVERNMENT SERVICES LLC,15000000.0,2022-08-01,P00027,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,MEDICAL SCREENING SERVICES,CONT_AWD_70B03C20F00001383_7014_V797D30203_3600
CBP,70B03C20F00001383,LOYAL SOURCE GOVERNMENT SERVICES LLC,14850000.0,2022-02-24,P00015,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,DETAINEE MEDICAL SCREENING,CONT_AWD_70B03C20F00001383_7014_V797D30203_3600
CBP,70B04C22F00000001,"FOUR POINTS TECHNOLOGY, L.L.C.",14601200.6,2022-09-01,P00007,"IT AND TELECOM - PLATFORM AS A SERVICE: DATABASE, MAINFRAME, MIDDLEWARE",OTHER COMPUTER RELATED SERVICES,AMAZON WEB SERVICES. THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION PERIOD 2.,CONT_AWD_70B04C22F00000001_7014_HSHQDC13D00003_7001
CBP,70B02C21F00000080,DAVENPORT AVIATION INC,14389603.14,2022-09-12,P00004,"AIRCRAFT, ROTARY WING",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,ORDER TWO LIGHT ENFORCEMENT HELICOPTERS (LEH),CONT_AWD_70B02C21F00000080_7014_GS07F139DA_4732
CBP,70B02C21C00000005,DYNCORP INTERNATIONAL LLC,13248527.0,2022-04-28,P00010,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - MODIFICATION ISSUED TO ADD INCREMENTAL BASE YEAR FUNDING,CONT_AWD_70B02C21C00000005_7014_-NONE-_-NONE-
CBP,70B02C21C00000045,PERATON INC.,13000314.51,2022-06-29,P00014,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,P00014-ADDITIONAL FUNDING,CONT_AWD_70B02C21C00000045_7014_-NONE-_-NONE-
CBP,70B04C21F00000993,"LEIDOS, INC.",12967175.0,2022-02-04,P00002,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,TRAVELERS PROCESSING VETTING SOFTWARE (TPVS)-NEW STRUCTURE AND FUNDING,CONT_AWD_70B04C21F00000993_7014_70B04C20A00000008_7014
CBP,70B01C21F00000071,DEPLOYED RESOURCES LLC,12926655.3,2021-12-22,P00024,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION PERIOD 8,CONT_AWD_70B01C21F00000071_7014_GS10F0309T_4730
CBP,70B02C22F00000393,AMERICAN SYSTEMS CORPORATION,12685863.08,2022-05-06,0,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,COMPUTER SYSTEMS DESIGN SERVICES,INDEPENDENT VERIFICATION AND VALIDATION SERVICES,CONT_AWD_70B02C22F00000393_7014_47QTCK18D0027_4732
CBP,70B04C22F00001205,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,12629599.26,2022-09-29,0,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,ITI ADDITIONAL TASKS TO CONTINUE ITI PROGRAM SUPPORT FOR ONE YEAR,CONT_AWD_70B04C22F00001205_7014_47QTCK18D0001_4732
CBP,70B02C21C00000005,DYNCORP INTERNATIONAL LLC,12360356.64,2022-08-03,P00014,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - MODIFICATION ISSUED TO ADD INCREMENTAL BASE YEAR FUNDING AND DEOBLIGATE EXCESS FUNDS.,CONT_AWD_70B02C21C00000005_7014_-NONE-_-NONE-
CBP,70B02C22F00001149,"ANDURIL INDUSTRIES, INC.",12283072.0,2022-09-28,0,CONSTRUCTION OF ELECTRONIC AND COMMUNICATIONS FACILITIES,COMPUTER SYSTEMS DESIGN SERVICES,AST DO 11,CONT_AWD_70B02C22F00001149_7014_70B02C20D00000019_7014
CBP,70B02C21C00000005,DYNCORP INTERNATIONAL LLC,12152778.93,2022-06-30,P00013,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - MODIFICATION ISSUED TO INCORPORATE NEGOTIATED EQUITABLE ADJUSTMENT AND ADD BASE YEAR FUNDING,CONT_AWD_70B02C21C00000005_7014_-NONE-_-NONE-
